original_size,cleaned_size,word_count,formula_count,section_count,figure_count,table_count,citation_count,filename
7819,6633,1043,122,0,0,0,0,2023_07_08_a1af8433f9fd6a341c62g.tex
8597,6290,1045,122,0,0,0,0,2023_07_08_a1e4e87ac13065c930bfg.tex
7173,4601,700,90,0,0,0,0,2023_07_08_a1fc7a690e785ebeb419g.tex
7275,5036,805,70,0,0,0,0,2023_07_08_a2078f4cfd8fe417b96bg.tex
6962,5248,828,85,0,0,0,0,2023_07_08_a21dfacf454f5bf38c7eg.tex
8213,7083,1122,107,0,0,0,0,2023_07_08_a220d06e0832d4cad72dg.tex
7985,6996,1042,122,0,0,0,0,2023_07_08_a23d6ed04eab76000fbag.tex
8114,6776,1057,120,0,0,0,0,2023_07_08_a24b0b5483a5fb994c38g.tex
8063,5977,1023,84,0,0,0,0,2023_07_08_a251686717f475a74d62g.tex
8003,6781,1137,82,0,0,0,0,2023_07_08_a257c047d1457b99002cg.tex
7205,5623,847,38,0,0,0,0,2023_07_08_a25b41728528f124d2d6g.tex
7981,6226,960,80,0,0,0,0,2023_07_08_a266c67f8a8cae16722eg.tex
7562,5477,695,55,0,0,0,0,2023_07_08_a26bb848b748ced113e5g.tex
7654,6047,1011,97,0,0,0,0,2023_07_08_a286c99db60768a79fabg.tex
7461,6563,881,31,0,0,0,0,2023_07_08_a2a84a761ff014af354dg.tex
7400,6563,881,31,0,0,0,0,2023_07_08_a2a84a761ff014af354dg_1.tex
7400,6563,881,31,0,0,0,0,2023_07_08_a2a84a761ff014af354dg_2.tex
7773,6454,1006,98,0,0,0,0,2023_07_08_a2ce91c20f2b95be471fg.tex
7496,7064,1163,45,0,0,0,0,2023_07_08_a2dd2946f4b02d7b6736g.tex
11670,5947,973,152,0,0,0,0,2023_07_08_a2e4d54377a57c634e91g.tex
6700,4797,693,80,0,0,0,0,2023_07_08_a2f209ae189c05445eecg.tex
6641,4646,708,84,0,0,0,0,2023_07_08_a314cb6f9190f5f3643fg.tex
8497,2818,484,95,0,0,0,0,2023_07_08_a35061c9d8406fa6eb93g.tex
7451,3688,502,81,0,0,0,0,2023_07_08_a3b452e659093a9a7975g.tex
6926,4377,718,63,0,0,0,0,2023_07_08_a3e2978e15b748cab61cg.tex
7339,5189,756,47,0,0,0,0,2023_07_08_a41b4eb9aa245ed89faag.tex
6907,5489,883,41,0,0,0,0,2023_07_08_a44250abbaf322e76760g.tex
6809,5558,799,46,0,0,0,0,2023_07_08_a4522ef0cca2085c5bf6g.tex
7307,7017,894,5,0,0,0,0,2023_07_08_a495fd79065b982fefcfg.tex
6568,3367,528,77,0,0,0,0,2023_07_08_a4a5be0aed18fae44394g.tex
7901,6042,794,54,0,0,0,0,2023_07_08_a4b7a776f116687c15d1g.tex
7953,6711,1134,82,0,0,0,0,2023_07_08_a4c689d64ab35a0d71f3g.tex
7900,5983,971,138,0,0,0,0,2023_07_08_a4cb5410d2d985059f89g.tex
7265,2702,516,66,0,0,0,0,2023_07_08_a4f9dac4d1c7dcb0b88bg.tex
7530,5721,906,98,0,0,0,0,2023_07_08_a51997adfc4b1d7559afg.tex
8055,7241,1088,103,0,0,0,0,2023_07_08_a5394a08da5bb811c420g.tex
7961,5759,890,72,0,0,0,0,2023_07_08_a5425cdd9b8eae31d140g.tex
8350,6980,1102,108,0,0,0,0,2023_07_08_a546474c621519188ba4g.tex
7490,6030,862,34,0,0,0,0,2023_07_08_a58656dfc647e6710a97g.tex
8294,5966,1068,92,0,0,0,0,2023_07_08_a5c49a99e2253cc67b14g.tex
7742,5886,867,106,0,0,0,0,2023_07_08_a5c625c105aa6ffa0580g.tex
8110,6993,1024,111,0,0,0,0,2023_07_08_a5d06adc53250a73460eg.tex
7202,5797,829,62,0,0,0,0,2023_07_08_a5e666ed1db38b95dfd2g.tex
8209,7161,1100,99,0,0,0,0,2023_07_08_a6004d10ce20fbaba52cg.tex
7122,4574,757,88,0,0,0,0,2023_07_08_a60c4e5ce8f2d22fd47cg.tex
8439,7329,1115,111,0,0,0,0,2023_07_08_a610a5a2eea8429141b4g.tex
8063,6352,964,56,0,0,0,0,2023_07_08_a64aaae930ef812b9606g.tex
7507,6451,843,38,0,0,0,0,2023_07_08_a64f6fd79774dd23de19g.tex
7441,6451,843,38,0,0,0,0,2023_07_08_a64f6fd79774dd23de19g_1.tex
7441,6451,843,38,0,0,0,0,2023_07_08_a64f6fd79774dd23de19g_2.tex
7710,5772,1016,48,0,0,0,0,2023_07_08_a663c612869741694c5fg.tex
7601,5772,1016,48,0,0,0,0,2023_07_08_a663c612869741694c5fg_1.tex
6248,5471,756,48,0,0,0,0,2023_07_08_a66d1a1bad49b81855ccg.tex
8109,6451,1027,110,0,0,0,0,2023_07_08_a6a2494a29728a6cb415g.tex
7994,7496,1204,51,0,0,0,0,2023_07_08_a6a7a0bbe7788c00e923g.tex
6547,5421,870,77,0,0,0,0,2023_07_08_a70f97393c1fd3389e68g.tex
7440,5512,816,64,0,0,0,0,2023_07_08_a710d8ec4a1fac92c253g.tex
8219,7072,1174,68,0,0,0,0,2023_07_08_a716e8775d706e56140bg.tex
7963,7090,1200,105,0,0,0,0,2023_07_08_a72817f18096eed045a2g.tex
7595,6897,970,78,0,0,0,0,2023_07_08_a72b96080d17848aa09bg.tex
7634,6101,909,35,0,0,0,0,2023_07_08_a75c007909bacfb3d9b8g.tex
8544,7337,1141,165,1,0,0,0,2023_07_08_a793797e6ead4d1fe06cg.tex
9336,6264,857,105,0,0,0,0,2023_07_08_a7d4be26cd20cd37c426g.tex
7126,5130,812,127,0,0,0,0,2023_07_08_a7eff6536fe90c333b24g.tex
7713,6545,1042,106,0,0,0,0,2023_07_08_a84a184c5e92a429eee2g.tex
8008,6418,1094,89,0,0,0,0,2023_07_08_a8574ed425b8d913ed3eg.tex
7270,5351,921,117,0,0,0,0,2023_07_08_a885bf46aa4d498d6b5bg.tex
6981,5119,869,51,0,0,0,0,2023_07_08_a8a25b6cc545dbbb22d4g.tex
7736,6102,740,42,0,0,0,0,2023_07_08_a8a4ddd1c4dc7be0415ag.tex
7182,5754,837,84,1,0,0,0,2023_07_08_a8acd95a5c25b760752cg.tex
6920,5008,713,49,0,0,0,0,2023_07_08_a8b5c42eb2dbba050275g.tex
7779,5991,957,104,0,0,0,0,2023_07_08_a90b87dc13115b6ec664g.tex
8020,7545,1106,71,0,0,0,0,2023_07_08_a93434d0378dda77dae8g.tex
7329,6938,820,81,0,0,0,0,2023_07_08_a947dcff675a48887cb6g.tex
7764,5109,700,60,0,0,0,0,2023_07_08_a957fb82d9960e552508g.tex
7754,6233,974,95,0,0,0,0,2023_07_08_a95a1192c2755be68898g.tex
7870,5991,744,51,0,0,0,0,2023_07_08_a97325c8e042edc505c2g.tex
8065,5340,935,48,0,0,0,0,2023_07_08_a97cb785943adfbdc2b1g.tex
7919,5340,935,48,0,0,0,0,2023_07_08_a97cb785943adfbdc2b1g_1.tex
7919,5340,935,48,0,0,0,0,2023_07_08_a97cb785943adfbdc2b1g_2.tex
6851,4277,649,102,0,0,0,0,2023_07_08_a99663d1c17a0847ac90g.tex
8089,5603,895,87,0,0,0,0,2023_07_08_a99fb65d52b45f5c54eag.tex
7961,6804,897,25,0,0,0,0,2023_07_08_a9ba28ed3c8fa0aa3f01g.tex
7441,4896,689,70,0,0,0,0,2023_07_08_a9e15f943a222d14d276g.tex
7227,5502,853,75,0,0,0,0,2023_07_08_a9e168b71fda2e74d177g.tex
8532,6585,1002,83,0,0,0,0,2023_07_08_a9f38239f09644a75cb2g.tex
7023,5257,864,112,0,0,0,0,2023_07_08_aa40ca56226a3515785dg.tex
7584,5763,813,47,0,0,0,0,2023_07_08_aa4c74f51d6ca8044ff1g.tex
7641,6132,979,51,0,0,0,0,2023_07_08_aa4d939bf5f607849ccbg.tex
7824,6830,1071,94,0,0,0,0,2023_07_08_aa53b05008ba4a20d388g.tex
8310,6816,1058,121,0,0,0,0,2023_07_08_aa5e126cb9ad41bb12adg.tex
8131,7020,1162,124,0,0,0,0,2023_07_08_aa9667307cc906f6bc7fg.tex
7107,5723,828,46,0,0,0,0,2023_07_08_aa9a750ffe400de9c99dg.tex
7430,6164,988,61,0,0,0,0,2023_07_08_aac53d80061469d03d7bg.tex
8273,6510,1061,135,0,0,0,0,2023_07_08_aad1bfea06e6f099708dg.tex
7312,6226,1028,38,0,0,0,0,2023_07_08_ab20e83095e9e0f58f4cg.tex
8305,6026,944,113,0,0,0,0,2023_07_08_ab26f5062ceb5fbbeaf9g.tex
7430,4120,609,68,0,0,0,0,2023_07_08_ab36c0bb9fc299a322adg.tex
6673,5462,857,57,0,0,0,0,2023_07_08_ab49259018adae743264g.tex
7468,5991,873,68,0,0,0,0,2023_07_08_ab7ae336e5c248942331g.tex
8315,6197,964,120,0,0,0,0,2023_07_08_ab8af2c5375172152efcg.tex
7179,6378,902,26,0,0,0,0,2023_07_08_ab9b00668d8f16206ac2g.tex
6539,5650,783,31,0,0,0,0,2023_07_08_ab9becd712cc5b4f1b92g.tex
6488,5650,783,31,0,0,0,0,2023_07_08_ab9becd712cc5b4f1b92g_1.tex
6488,5650,783,31,0,0,0,0,2023_07_08_ab9becd712cc5b4f1b92g_2.tex
7470,5025,671,85,0,0,0,0,2023_07_08_ab9c2d71f923d0ad9a2dg.tex
8002,6095,892,102,0,0,0,0,2023_07_08_abecd72a7a11a15ff7fdg.tex
8023,5132,785,95,0,0,0,0,2023_07_08_ac33147d4973b098e9edg.tex
7532,6214,1051,180,0,0,0,0,2023_07_08_ac5de0e055c6d23521ceg.tex
7409,6214,1051,180,0,0,0,0,2023_07_08_ac5de0e055c6d23521ceg_1.tex
7409,6214,1051,180,0,0,0,0,2023_07_08_ac5de0e055c6d23521ceg_2.tex
8244,5366,901,80,0,0,0,0,2023_07_08_ac6d1fcd937651b94e6fg.tex
7180,5194,767,88,0,0,0,0,2023_07_08_ac7596cdc1ca17cbd54fg.tex
7611,6860,1012,33,0,0,0,0,2023_07_08_ac7c70e360f6c721b1cbg.tex
8215,4387,680,89,0,0,0,0,2023_07_08_ac85a1a23b7d406e3d75g.tex
5490,3207,481,38,0,0,0,0,2023_07_08_ac8c49c3a328eb81cf53g.tex
7809,5598,889,87,0,0,0,0,2023_07_08_acce1153832edf86e4c2g.tex
7394,7126,938,13,0,0,0,0,2023_07_08_ad33d15d54b909dfacb2g.tex
7724,5301,843,85,0,0,0,0,2023_07_08_ad3d95c005bb772b759eg.tex
7947,6122,982,56,0,0,0,0,2023_07_08_ad502336b83fb2ccd730g.tex
5900,4308,644,40,0,0,0,0,2023_07_08_ad66712331f78cc2ab25g.tex
7878,4620,643,85,0,0,0,0,2023_07_08_ad6c4722c6d16a930e35g.tex
8033,5529,801,94,0,0,0,0,2023_07_08_ad79bb55d326169e0855g.tex
7871,7336,1213,76,0,0,0,0,2023_07_08_ad80681197cf6b3868b3g.tex
7538,5986,757,53,0,0,0,0,2023_07_08_ad9c8ae2b58a2eb87316g.tex
7698,6601,1123,82,0,0,0,0,2023_07_08_addcc7d9388fecaf4b44g.tex
8581,6767,1086,63,0,0,0,0,2023_07_08_adf587383307ff1b6a8fg.tex
6702,5213,798,111,0,0,0,0,2023_07_08_adf5ff829bd898a9c030g.tex
7815,5086,853,68,0,0,0,0,2023_07_08_ae08195fc6a126688e18g.tex
8614,7498,952,34,0,0,0,0,2023_07_08_ae1797ee0b7ed9730c8ag.tex
7313,6392,971,62,0,0,0,0,2023_07_08_ae3d3b12d8508c9f24c6g.tex
7246,6392,971,62,0,0,0,0,2023_07_08_ae3d3b12d8508c9f24c6g_1.tex
7246,6392,971,62,0,0,0,0,2023_07_08_ae3d3b12d8508c9f24c6g_2.tex
7400,6515,1032,87,0,0,0,0,2023_07_08_ae3f414d6a038f2c195bg.tex
8111,6679,958,43,0,0,0,0,2023_07_08_ae406c36ad9b7429dac4g.tex
7759,6814,976,41,0,0,0,0,2023_07_08_ae44b03b79877647c9c1g.tex
8252,6316,913,94,0,0,0,0,2023_07_08_ae455b7a522926e1cbfdg.tex
6865,5061,792,94,0,0,0,0,2023_07_08_ae58533dcd106adc3722g.tex
7975,6424,936,110,0,0,0,0,2023_07_08_ae74517df77f62e0e9a3g.tex
5928,4733,681,29,0,0,0,0,2023_07_08_ae95fd759310c41356c9g.tex
6127,3227,522,58,0,0,0,0,2023_07_08_aedb0accd64e56ce7ca1g.tex
7778,6231,967,82,0,0,0,0,2023_07_08_aeed0f483b94e904231eg.tex
7410,5198,696,79,0,0,0,0,2023_07_08_af0cc38323e3bf5c8e0bg.tex
8303,7096,1067,108,0,0,0,0,2023_07_08_af2b8d55b0638601d188g.tex
8510,7125,1182,137,0,0,0,0,2023_07_08_af46e8315b519f82b972g.tex
6838,5671,846,72,0,0,0,0,2023_07_08_af7bd6ad0ecbc25b8731g.tex
8014,5195,837,97,0,0,0,0,2023_07_08_af98fa99cc6910b9d79dg.tex
8387,4850,800,102,0,0,0,0,2023_07_08_af99ab77409529be8c72g.tex
7093,4300,672,32,0,0,0,0,2023_07_08_af9e0987b930353ff8b1g.tex
9836,5946,961,173,0,0,0,0,2023_07_08_afcdac7ef8d5592acaacg.tex
8119,3042,484,79,0,0,0,0,2023_07_08_afe818066d86c9108130g.tex
7938,4705,670,79,0,0,0,0,2023_07_08_afec0844b9af4018c7a6g.tex
7626,5006,826,98,0,0,0,0,2023_07_08_afee34ab422a559a0f7dg.tex
7257,4878,765,66,0,0,0,0,2023_07_08_b00c2c51663e0706bbd8g.tex
7858,5115,800,117,0,0,0,0,2023_07_08_b017ec827dff71a489bcg.tex
7939,6715,981,117,0,0,0,0,2023_07_08_b02180d7334d2d7e38ffg.tex
7883,3931,715,118,0,0,0,0,2023_07_08_b05f01e97096297b5a71g.tex
7306,4734,593,35,0,0,0,0,2023_07_08_b0c7b288ff1b153c8ba1g.tex
7489,5735,860,40,0,0,0,0,2023_07_08_b0cc096e8af970ca474ag.tex
7344,5935,826,104,0,0,0,0,2023_07_08_b0f465aaf076579df2a0g.tex
7259,5906,856,51,0,0,0,0,2023_07_08_b108c961febc6794db29g.tex
4069,2678,443,39,0,0,0,0,2023_07_08_b113e613062582e094beg.tex
8050,5506,904,59,0,0,0,0,2023_07_08_b12a30ddd1d69094bec0g.tex
6560,5074,717,80,0,0,0,0,2023_07_08_b1348817283dcae1e672g.tex
6443,5074,717,80,0,0,0,0,2023_07_08_b1348817283dcae1e672g_1.tex
6443,5074,717,80,0,0,0,0,2023_07_08_b1348817283dcae1e672g_2.tex
7261,4386,785,60,0,0,0,0,2023_07_08_b1613c0178cf83a70b79g.tex
7259,4679,731,70,0,0,0,0,2023_07_08_b188dfbbeb50060f0f46g.tex
7334,5581,910,94,0,0,0,0,2023_07_08_b18b248be5bc1634e171g.tex
7391,6191,1006,57,0,0,0,0,2023_07_08_b2337f744015a1e0166bg.tex
7640,5543,764,56,0,0,0,0,2023_07_08_b26dd71df854d4daf2e2g.tex
7705,7207,1033,89,0,0,0,0,2023_07_08_b27e03a9a71b0e2d13ceg.tex
8467,5507,887,140,0,0,0,0,2023_07_08_b284cc313350bc40950ag.tex
6707,4708,611,33,0,0,0,0,2023_07_08_b28afe8d0df10418339bg.tex
8905,6831,1155,150,0,0,0,0,2023_07_08_b28d10b5fdc875f6648ag.tex
8006,5403,766,76,0,0,0,0,2023_07_08_b2c74f9e15b600713309g.tex
6674,4085,625,65,0,0,0,0,2023_07_08_b2cacff18e03d77b07e4g.tex
7051,3958,594,62,0,0,0,0,2023_07_08_b2dbe245adc3f4db10bcg.tex
7716,5651,748,79,0,0,0,0,2023_07_08_b2e797430498215b92bdg.tex
7830,5338,788,100,0,0,0,0,2023_07_08_b2ebc088b14127cf02d9g.tex
9582,6075,1009,138,0,0,0,0,2023_07_08_b2edad69333226fc5e61g.tex
6624,4970,640,42,0,0,0,0,2023_07_08_b2ff8eefc813d5310b00g.tex
7001,4911,768,81,0,0,0,0,2023_07_08_b30b93d90608076916e5g.tex
7870,5255,796,70,0,0,0,0,2023_07_08_b320ce977ac150bf330fg.tex
7627,6841,1113,116,0,0,0,0,2023_07_08_b32d44892875a9760e0bg.tex
7689,6783,1005,79,0,0,0,0,2023_07_08_b3417e1b784a83c3cb29g.tex
6803,5426,709,66,0,0,0,0,2023_07_08_b343f98a53f3ed84254cg.tex
7802,5814,768,106,0,0,0,0,2023_07_08_b360fad42f3482b2227ag.tex
7321,6606,993,76,0,0,0,0,2023_07_08_b3641dbfa9b935358e74g.tex
7386,6016,1042,136,0,0,0,0,2023_07_08_b3a169001b5c75bfc81eg.tex
7133,6870,886,12,0,0,0,0,2023_07_08_b3ab4473dfe18d05a9fdg.tex
8018,5582,736,62,0,0,0,0,2023_07_08_b3bad2d0861b6bf1b4dag.tex
7315,4120,559,47,0,0,0,0,2023_07_08_b3c567f5b0ad73774907g.tex
7429,4670,748,87,0,0,0,0,2023_07_08_b3cb7ce398bb380600eeg.tex
8225,7017,1112,93,0,0,0,0,2023_07_08_b3e078d8a532bb27b947g.tex
7878,7255,1243,84,0,0,0,0,2023_07_08_b3e6fc972acf88abb003g.tex
7831,5953,824,59,0,0,0,0,2023_07_08_b3f998edd0a948019e57g.tex
6489,4084,618,92,0,0,0,0,2023_07_08_b402878f3688acf1a437g.tex
7644,5940,761,18,0,0,0,0,2023_07_08_b406f9ad4e884a903ac9g.tex
8334,6223,1079,122,0,0,0,0,2023_07_08_b42ba164ee97cbb08a3eg.tex
6877,4266,641,66,0,0,0,0,2023_07_08_b43028b0101ca7028f25g.tex
7662,5935,788,61,0,0,0,0,2023_07_08_b4323053463fa527000bg.tex
6512,5285,704,33,0,0,0,0,2023_07_08_b44f738094efde8251f4g.tex
7228,5929,948,37,0,0,0,0,2023_07_08_b453bb39af2d598eb48cg.tex
7463,6593,1028,84,0,0,0,0,2023_07_08_b4696b88eb19d8797da4g.tex
8816,7216,1168,115,0,0,0,0,2023_07_08_b46b5526723b60c60b30g.tex
7952,7231,1163,83,0,0,0,0,2023_07_08_b46c305ab008f68c1f37g.tex
7069,3630,593,74,0,0,0,0,2023_07_08_b478b332a06e68c92516g.tex
6971,5092,717,58,0,0,0,0,2023_07_08_b4a19650cf8ecc3dab03g.tex
7590,5649,916,121,0,0,0,0,2023_07_08_b4b04cb613921a0dd28cg.tex
6544,4319,704,58,0,0,0,0,2023_07_08_b4b0753994612a7a6d57g.tex
7928,7089,1211,163,0,0,0,0,2023_07_08_b4c581cdab65c3b28d25g.tex
7003,6311,890,55,0,0,0,0,2023_07_08_b4c9efe0d7c5a69e8cddg.tex
6303,3935,605,53,0,0,0,0,2023_07_08_b4e14471b52b906709f6g.tex
7704,7114,916,34,0,0,0,0,2023_07_08_b505ed71489034d484e1g.tex
7814,7097,983,51,0,0,0,0,2023_07_08_b509539db575a8fc3d3dg.tex
7801,6943,1080,54,0,0,0,0,2023_07_08_b51a7cc625e777770c3fg.tex
8174,6655,1220,146,0,0,0,0,2023_07_08_b521724f88547b931587g.tex
7610,6669,988,67,0,0,0,0,2023_07_08_b53ef48e102e747f347bg.tex
7979,7433,1199,51,0,0,0,0,2023_07_08_b5476ac7ea3089ec484bg.tex
8182,5346,789,100,0,0,0,0,2023_07_08_b563a190234478097139g.tex
8176,4649,668,61,0,0,0,0,2023_07_08_b566aeb214f4f23638a8g.tex
7981,6364,966,110,0,0,0,0,2023_07_08_b567a9a577a1a1b549adg.tex
6959,4720,712,59,0,0,0,0,2023_07_08_b56b7c137b9c0f1c8190g.tex
8237,6286,1018,111,0,0,0,0,2023_07_08_b58231814c0941a4cb42g.tex
8117,5850,813,59,0,0,0,0,2023_07_08_b598beb1a371ffb7f325g.tex
7920,7099,1024,25,0,0,0,0,2023_07_08_b5b9945c2eb016a2dbdbg.tex
7656,6888,958,37,0,0,0,0,2023_07_08_b5cd8b32b4ed7f7744b5g.tex
6856,4902,692,71,0,0,0,0,2023_07_08_b5ebaec0feb1a7a97167g.tex
7047,4013,636,81,0,0,0,0,2023_07_08_b631e021ce3438c8645fg.tex
6796,5230,725,27,0,0,0,0,2023_07_08_b6474cffc4ad948ac3f2g.tex
8387,6331,930,67,0,0,0,0,2023_07_08_b659d02c49aad32883e8g.tex
7882,6936,1248,95,0,0,0,0,2023_07_08_b677dd6989d4724e89f6g.tex
8111,6449,1038,88,0,0,0,0,2023_07_08_b67b03e5f27ae77507cfg.tex
6902,5502,865,70,0,0,0,0,2023_07_08_b682e39bd92092b57529g.tex
7173,5905,970,112,0,0,0,0,2023_07_08_b696bbc6b7a835bcc8fag.tex
8441,6613,1183,108,0,0,0,0,2023_07_08_b6ae0629cde4104759efg.tex
2459,1995,351,9,0,0,0,0,2023_07_08_b6b7d2017dd82e3890e0g.tex
8311,7229,1168,123,0,0,0,0,2023_07_08_b6b94c29aa58e51eeccdg.tex
6771,5455,831,78,0,0,0,0,2023_07_08_b6d0bc04d60515820140g.tex
7897,5141,866,109,0,0,0,0,2023_07_08_b6d589cf43c39b095bdeg.tex
6949,5088,816,101,0,0,0,0,2023_07_08_b6dab35a48791ea4d3d3g.tex
7435,6054,984,68,0,0,0,0,2023_07_08_b6eb78fafae7d33d9a46g.tex
7966,4817,648,64,0,0,0,0,2023_07_08_b726b8a5130830c6604eg.tex
7665,5608,878,87,0,0,0,0,2023_07_08_b758eefdb94db35cd7dcg.tex
6601,3780,625,66,0,0,0,0,2023_07_08_b76ed59cc04f64750555g.tex
6790,5601,802,52,0,0,0,0,2023_07_08_b78c0eb3c7b8c235344fg.tex
6178,3204,464,46,0,0,0,0,2023_07_08_b7abfec461838860d5b1g.tex
8701,6908,1119,141,0,0,0,0,2023_07_08_b7b8286f67c66907def3g.tex
8052,6794,1216,93,0,0,0,0,2023_07_08_b7b9092b5fd7a70580b7g.tex
7769,5965,954,102,0,0,0,0,2023_07_08_b8148b3da0b17e753d3cg.tex
7477,4549,815,66,0,0,0,0,2023_07_08_b830f57e92a21d1d903dg.tex
7324,6985,873,14,0,0,0,0,2023_07_08_b8625e22a02fdb1f7825g.tex
7617,4769,717,77,0,0,0,0,2023_07_08_b879b00d1e41fa6282b9g.tex
8292,7097,1215,124,0,0,0,0,2023_07_08_b89736afc0f7353b3e37g.tex
7544,5503,804,97,0,0,0,0,2023_07_08_b8a9a07ec617df5a50ebg.tex
7113,6381,1083,33,0,0,0,0,2023_07_08_b8eb845f92065cf2039ag.tex
7050,6381,1083,33,0,0,0,0,2023_07_08_b8eb845f92065cf2039ag_1.tex
7050,6381,1083,33,0,0,0,0,2023_07_08_b8eb845f92065cf2039ag_2.tex
7418,6733,1007,100,0,0,0,0,2023_07_08_b8ed86304eb2fdd7945bg.tex
8347,6146,974,99,0,0,0,0,2023_07_08_b903d1e18190bdeab223g.tex
6764,5567,767,43,0,0,0,0,2023_07_08_b91fb3b361dd1b8757ecg.tex
8309,6762,1092,108,0,0,0,0,2023_07_08_b927987b6b2b94baeeefg.tex
7457,5353,826,93,0,0,0,0,2023_07_08_b96426a04b370297de3fg.tex
7752,5301,725,77,0,0,0,0,2023_07_08_b964bbddcfcbd2559277g.tex
8048,6379,1041,48,0,0,0,0,2023_07_08_b9656c4affc0c1a03b51g.tex
7906,5751,867,111,0,0,0,0,2023_07_08_b974c4cc4e5863176341g.tex
7913,6022,960,52,0,0,0,0,2023_07_08_b989fe46565abb34022fg.tex
7186,5611,817,66,0,0,0,0,2023_07_08_b9a46e77b4ba4b9bb8d1g.tex
7567,5504,809,98,0,0,0,0,2023_07_08_b9a84f4ed4b3f579ca11g.tex
7991,6814,1076,76,0,0,0,0,2023_07_08_b9bdcb6a186bd2bd91ddg.tex
7873,6364,1016,100,0,0,0,0,2023_07_08_b9c123044aff8a94dcf3g.tex
7387,6481,952,34,0,0,0,0,2023_07_08_b9e939379c388d1d4c34g.tex
7211,6336,994,29,0,0,0,0,2023_07_08_b9ee2d9f6938bdb8a760g.tex
8835,6998,1100,143,0,0,0,0,2023_07_08_ba0b7145c145d21fe020g.tex
6884,5184,811,94,0,0,0,0,2023_07_08_ba1fe898ec8793c393d7g.tex
7149,5961,819,41,0,0,0,0,2023_07_08_ba394586ff29a39e7053g.tex
7722,5087,868,122,0,0,0,0,2023_07_08_ba55d485f31d08e7826eg.tex
8216,6469,982,100,0,0,0,0,2023_07_08_ba736ab27ccd17c37b0bg.tex
7174,5069,757,87,0,0,0,0,2023_07_08_ba7c3b7565325c89f830g.tex
7426,5404,743,95,0,0,0,0,2023_07_08_ba8e1eb23c904de8739eg.tex
7568,5785,967,79,0,0,0,0,2023_07_08_baa5d0cc0da44a440d70g.tex
7516,5914,895,65,0,0,0,0,2023_07_08_bab03dac89b51bfcb0acg.tex
7293,6300,1043,67,0,0,0,0,2023_07_08_bac86c2ca0c29907ca3dg.tex
7264,5906,820,44,1,0,0,0,2023_07_08_baca69decf6538bd240fg.tex
7822,6292,942,63,1,0,0,0,2023_07_08_baec9fbb1139fad1695fg.tex
8159,5403,910,100,0,0,0,0,2023_07_08_baf9fff9255c660efa15g.tex
7078,5104,811,80,0,0,0,0,2023_07_08_bb17b407e56d4883096fg.tex
7739,6977,1137,69,0,0,0,0,2023_07_08_bb25095324945571e73ag.tex
8270,7009,1111,120,0,0,0,0,2023_07_08_bb2577ca4a2775891503g.tex
8694,4242,608,66,0,0,0,0,2023_07_08_bb4d547fbd5491a560ffg.tex
7288,5400,785,64,0,0,0,0,2023_07_08_bb557379dc09012f5b44g.tex
8129,7272,1255,88,0,0,0,0,2023_07_08_bb59cd4139ccc87a398ag.tex
7480,6011,869,75,0,0,0,0,2023_07_08_bb7226de18f8020c70cag.tex
6436,4714,799,91,0,0,0,0,2023_07_08_bb7cbbe05d6fe3eb56b8g.tex
8596,6242,935,132,0,0,0,0,2023_07_08_bb98a82bbc565384e320g.tex
7217,4663,827,64,0,0,0,0,2023_07_08_bb9e1c97270876af8e7dg.tex
7185,5263,765,22,0,0,0,0,2023_07_08_bba359af1e0dd3aa1146g.tex
6116,4521,733,107,0,0,0,0,2023_07_08_bba504804bf572800827g.tex
8421,6111,988,91,0,0,0,0,2023_07_08_bbb239cc848e46939e9ag.tex
7557,6068,1032,93,0,0,0,0,2023_07_08_bbcb9cc31c662621dcf8g.tex
7605,6202,920,83,0,0,0,0,2023_07_08_bbd92eeabc79457b4cc3g.tex
7173,5557,896,108,0,0,0,0,2023_07_08_bbeace5be2b51a126bc1g.tex
7272,4576,745,86,0,0,0,0,2023_07_08_bbf80a2264b29ebe8163g.tex
8044,6767,1039,105,0,0,0,0,2023_07_08_bc0bf64cb896270e50b3g.tex
7961,6767,1039,105,0,0,0,0,2023_07_08_bc0bf64cb896270e50b3g_1.tex
7961,6767,1039,105,0,0,0,0,2023_07_08_bc0bf64cb896270e50b3g_2.tex
8241,4362,553,56,1,0,0,0,2023_07_08_bc1a50bc3a7fb2e49768g.tex
7988,6034,841,117,0,0,0,0,2023_07_08_bc30118d08c623c4c251g.tex
6595,3926,622,72,0,0,0,0,2023_07_08_bc38a2648785bdf700adg.tex
8175,6502,849,50,0,0,0,0,2023_07_08_bc4d670f17d26c30b160g.tex
7423,5157,768,103,0,0,0,0,2023_07_08_bc69fee54a794909c9f2g.tex
8290,6194,1147,117,0,0,0,0,2023_07_08_bc7221f05006d72f1072g.tex
8204,6194,1147,117,0,0,0,0,2023_07_08_bc7221f05006d72f1072g_1.tex
8204,6194,1147,117,0,0,0,0,2023_07_08_bc7221f05006d72f1072g_2.tex
9919,6339,1120,158,0,0,0,0,2023_07_08_bc74924e8ff0cba850a8g.tex
6723,5622,933,65,0,0,0,0,2023_07_08_bcab05acc73bc35aecffg.tex
8258,6795,974,59,0,0,0,0,2023_07_08_bcd9ef1054173e5be0abg.tex
7754,7364,979,8,0,0,0,0,2023_07_08_bd047849a12c97c98a68g.tex
